Year,target_variable,Department,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
2015,General Administration & Finance,General Services Agency - Technology,Communications Line Wrk Sprv 2,11503,3112.24,0,621.33,3733.57,682.83,333.61,324.38,1340.82,5074.39
2013,General Administration & Finance,General Services Agency - City Admin,Animal Control Supervisor,30859,7289.7,0,25.4,7315.1,1332.08,1624.84,620.8,3577.72,10892.82
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Principal Parts Storekeeper,23668,40002.98,412.96,2247.27,42663.21,7449.37,7196.4,3247.74,17893.51,60556.72
2015,Public Protection,Sheriff,Chief Atty1 (Civil & Criminal),6377,218254.4,0,1437.5,219691.9,48200.4,12500.56,11845.59,72546.55,292238.45
2013,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Chief Water Service Inspector,25881,126937.06,0,0,126937.06,24317.51,12918.24,9595.8,46831.55,173768.61
2013,General Administration & Finance,Controller,Senior Data Entry Operator,12312,2470.31,0,1520.76,3991.07,469.2,7.59,311.51,788.3,4779.37
2014,Public Protection,Superior Court,"Director, Probate",42163,127530,0,0,127530,27232.97,13054.94,30932.32,71220.23,198750.23
2014,"Public Works, Transportation & Commerce",Airport Commission,Industrial Engineer,51328,109193.31,0,0,109193.31,22734.03,12512.55,8942.87,44189.45,153382.76
2013,Community Health,Public Health,IS Technician-Supervisor,21959,88739.41,0,2749.97,91489.38,16660.17,12900.26,7357.05,36917.48,128406.86
2015,"Public Works, Transportation & Commerce",Port,Street Environ Svcs Oprs Supv,20581,100940.57,12223.71,1447.56,114611.84,22641.04,12500.56,9375.88,44517.48,159129.32
2014,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,"Ex Dir, Se Com Fac Comm",3516,108576.01,0,0,108576.01,23190.62,13054.94,18001.34,54246.9,162822.91
2015,Public Protection,Fire Department,"Invstgtor,Fire Dept",16715,135087.89,45747.82,20279.34,201115.05,33277.5,15230.56,3365.6,51873.66,252988.71
2015,Community Health,Public Health,Beautician,31150,50126.43,0,725.73,50852.16,11350.14,9493.77,4249.56,25093.47,75945.63
2014,Public Protection,Police,"Inspector, (Police Department)",7334,147398.35,11939.27,13272.43,172610.05,31792.91,12512.55,356.75,44662.21,217272.26
2015,General Administration & Finance,City Attorney,Senior Claims Investigator,30491,115186.51,19321.7,6834.24,141342.45,25831.22,12500.56,10331.69,48663.47,190005.92
2015,Public Protection,Sheriff,Undersheriff (SFERS),29182,204178.21,0,12250.61,216428.82,43556.48,12424.5,11329.16,67310.14,283738.96
2014,Public Protection,Superior Court,"Mgr, Unified Family Court Svcs",41475,127530.02,0,0,127530.02,27232.97,13054.94,31074.81,71362.72,198892.74
2014,Community Health,Public Health,"Ex Asst To Admin, SFGH",27233,117858.01,0,17594.5,135452.51,24538.01,12512.55,15382.28,52432.84,187885.35
2013,General Administration & Finance,Treasurer/Tax Collector,Treasurer,15052,169332.11,0,0,169332.11,29988.69,12801.79,17172.76,59963.24,229295.35
2015,General Administration & Finance,General Services Agency - City Admin,Media Production Specialist,5489,574.25,0,0,574.25,0,119.74,44.46,164.2,738.45
2015,General Administration & Finance,Retirement System,Security Analyst,10588,110858,0,0,110858,22310.68,12424.5,8907.81,43642.99,154500.99
2016,"Public Works, Transportation & Commerce",Department of Building Inspection,Senior Plumbing Inspector,42234,127401.43,4591.14,8644.08,140636.65,24665.13,13068.8,10429.48,48163.41,188800.06
2014,Community Health,Public Health,Acupuncturist,52000,74911,0,4584,79495,17300.86,13054.94,6540.49,36896.29,116391.29
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Glazier Supervisor 1,6797,34009.17,0,3391.77,37400.94,6023.01,4225.38,2900.73,13149.12,50550.06
2016,General Administration & Finance,Human Resources,Special Assistant 11,28415,20981.1,0,0,20981.1,0,2768.39,1628.73,4397.12,25378.22
2015,Community Health,Public Health,Senior Food Service Supervisor,49961,69896.33,788.62,5306.15,75991.1,14826.18,12423.49,5935.41,33185.08,109176.18
2014,General Administration & Finance,Human Resources,Worker's Comp Supervisor 1,3073,0,0,56.64,56.64,0,0,4.33,4.33,60.97
2013,Public Protection,Superior Court,Court Paralegal,18449,74115.8,0,1600,75715.8,13787.88,12506.37,6352.65,32646.9,108362.7
2014,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Sr General Utility Mechanic,42562,87738.19,9175.57,550,97463.76,18901.11,12512.55,7582.03,38995.69,136459.45
2016,Culture & Recreation,Recreation and Park Commission,Recreation Facility Assistant,8100,6888,0,56.45,6944.45,1527.09,2556.4,550.56,4634.05,11578.5
2014,"Public Works, Transportation & Commerce",Airport Commission,Street Repair Supervisor 2,47659,96016.27,927.57,0,96943.84,20470.66,12492.83,7920.53,40884.02,137827.86
2013,"Public Works, Transportation & Commerce",Port,Piledriver Supervisor 1,38482,96796.07,12568.5,0,109364.57,17626.55,12798.09,8622.95,39047.59,148412.16
2013,General Administration & Finance,General Services Agency - Technology,Special Assistant 22,21645,95555.01,0,36027,131582.01,16922.76,5662.33,7566.89,30151.98,161733.99
2016,Culture & Recreation,Recreation and Park Commission,Head Park Patrol Officer,21410,80323.36,98934.43,6840.4,186098.19,15178.96,13093.75,11122.55,39395.26,225493.45
2013,General Administration & Finance,City Attorney,Court Clerk,11987,86859.08,0,648,87507.08,17195,12918.24,7223.73,37336.97,124844.05
2016,Public Protection,Fire Department,Emergency Medical Svcs Chief,13606,234490.01,0,14069.4,248559.41,43870.85,13068.8,13330.85,70270.5,318829.91
2013,General Administration & Finance,Board of Supervisors,Assessor,13371,2846.39,0,0,2846.39,518.33,334.92,427.25,1280.5,4126.89
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Trnst Power Line Wrk Sprv 2,11244,110994.41,57885.31,160.13,169039.85,19657.18,12801.79,10982.91,43441.88,212481.73
2015,Community Health,Public Health,Industrial Injury Investigator,26830,67276.33,0,0,67276.33,13849.54,12424.5,5400.12,31674.16,98950.49
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Light Rail Vehicle Equip Eng,7345,138805.31,0,6.47,138811.78,25166.61,13068.8,10428.36,48663.77,187475.55
2013,General Administration & Finance,Controller,Controller,32238,262888.04,0,0,262888.04,46557.54,12801.79,20209.48,79568.81,342456.85
2015,"Public Works, Transportation & Commerce",Port,Wharfinger 2,6968,75921.13,0,0,75921.13,17029.07,11148.42,5888.87,34066.36,109987.49
2014,"Public Works, Transportation & Commerce",Port,Port Director,31849,252149.01,0,0,252149.01,53860.97,13054.94,20617.33,87533.24,339682.25
2013,Community Health,Public Health,Orthopedic Technician 1,4045,12512.35,0,0,12512.35,2278.51,3089.66,1035.73,6403.9,18916.25
2016,Culture & Recreation,Fine Arts Museum,Chief Preparator,19788,81822,0,0,81822,15227.06,13065.69,6666.03,34958.78,116780.78
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transportation Safety Specialist,39241,4206,195.18,644.46,5045.64,773.59,492.38,422.58,1688.55,6734.19
2015,Public Protection,Superior Court,Emergcy Protective Orders Comm,28235,80463.6,0,0,80463.6,18047.98,12069.5,29196.37,59313.85,139777.45
2013,General Administration & Finance,City Attorney,"Cfdntal Chf Atty 2,(Cvl&Crmnl)",26904,217891.28,0,0,217891.28,38588.61,12801.79,18358.21,69748.61,287639.89
2014,General Administration & Finance,General Services Agency - City Admin,Field Svcs Asst Supv,32434,52947.48,389.4,4184.75,57521.63,11549.79,10515.5,4757.35,26822.64,84344.27
2014,Public Protection,Superior Court,Civil Case Settlmnt Specialist,33158,135720,0,0,135720,28256.9,12512.55,9545.33,50314.78,186034.78
2015,Public Protection,District Attorney,Sr Da Investigator(SFERS),36274,41679.02,12136.08,2500.74,56315.84,8009.8,4300.79,899.43,13210.02,69525.86
2013,Culture & Recreation,Public Library,"Secretary, Library Commission",945,95006.04,0,0,95006.04,18675.67,12918.24,7822.67,39416.58,134422.62
2014,"Public Works, Transportation & Commerce",Port,Roofer Supervisor 1,42853,90222.03,267.45,0,90489.48,19717.41,13054.94,7391.06,40163.41,130652.89
2013,General Administration & Finance,General Services Agency - City Admin,Special Assistant 14,149,6081,0,0,6081,811.3,492.38,473.17,1776.85,7857.85
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Senior Transit Traffic Checker,48508,70078.54,6886.42,3586.52,80551.48,13168.29,12851.04,6454.07,32473.4,113024.88
2016,Community Health,Public Health,Sr Medical Transcriber Typist,30296,0,0,293.29,293.29,0,0,22.44,22.44,315.73
2014,Culture & Recreation,Recreation and Park Commission,Municipal Stadium Groundskpr,45641,74068.05,24831.95,1511.9,100411.9,16187.05,13054.94,7742.61,36984.6,137396.5
2015,General Administration & Finance,Mayor,Mayoral Staff V,19478,39364.86,0,0,39364.86,10156.19,8207.98,7234.93,25599.1,64963.96
2015,"Public Works, Transportation & Commerce",Airport Commission,Carpenter Supervisor 2,41376,70875.03,11074.23,0,81949.26,15402.24,7167.99,6328.47,28898.7,110847.96
2013,Culture & Recreation,Law Library,Assistant Law Librarian,18374,123648.58,0,0,123648.58,31191.46,12801.79,12626.54,56619.79,180268.37
2013,General Administration & Finance,General Services Agency - City Admin,Special Assistant 21,19822,40711.01,0,0,40711.01,7209.91,2461.89,3265.03,12936.83,53647.84
2013,Public Protection,Juvenile Probation,Counselor 2,27374,79800.32,0,5245.24,85045.56,14975.95,12676.2,1749.52,29401.67,114447.23
2015,Community Health,Public Health,"Secretary, Health Commission",25982,109642.8,0,0,109642.8,24055.67,11482.79,8816.5,44354.96,153997.76
2015,General Administration & Finance,General Services Agency - City Admin,Principal Real Property Ofc,34160,141182.01,0,0,141182.01,28413.37,12424.5,10172.2,51010.07,192192.08
2015,General Administration & Finance,Controller,IS Operator-Senior,32048,70448.09,0,0,70448.09,14519.74,12424.5,5774.34,32718.58,103166.67
2014,General Administration & Finance,City Attorney,City Attorney,40369,231523.83,0,0,231523.83,49456.52,13054.94,19801.19,82312.65,313836.48
2013,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Power Generation Technician 2,50356,102073.54,21553.7,4555.2,128182.44,20061.77,12870.41,9560.66,42492.84,170675.28
2016,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Materials/Supplies Supervisor,50321,57810.25,0,628.8,58439.05,10875.6,13068.81,4832.61,28777.02,87216.07
2015,Community Health,Public Health,"Adm, SFGH Medical Center",49535,275041.11,0,0,275041.11,60343.94,12500.56,20854.11,93698.61,368739.72
2014,Public Protection,Superior Court,Court Training Specialist,17128,99476,0,624,100100,21871.29,13054.94,8206.52,43132.75,143232.75
2015,General Administration & Finance,Controller,Ex Asst To The Controller,28517,96802.62,0,0,96802.62,19944.5,12376.72,7800.84,40122.06,136924.68
2014,General Administration & Finance,General Services Agency - Technology,Chief Fire Alarm Dispatcher,22829,89240.44,16298.85,2088.55,107627.84,19034.87,12512.55,7654.23,39201.65,146829.49
2015,General Administration & Finance,Retirement System,Chief Investment Officer,3931,507831.6,0,0,507831.6,105052.98,12424.5,23566.16,141043.64,648875.24
2014,Culture & Recreation,Recreation and Park Commission,Chief Nursery Specialist,39916,62036.39,962.85,967.8,63967.04,13226.11,9183.35,5286.51,27695.97,91663.01
2015,Community Health,Public Health,Depty Sealer Of Weights & Meas,4421,88144.92,0,1000,89144.92,19995.3,12480.56,6983.55,39459.41,128604.33
2014,Human Welfare & Neighborhood Development,Child Support Services,Child Support Officer I,40194,15686,0,0,15686,3344.25,3514.79,1279.35,8138.39,23824.39
2014,General Administration & Finance,General Services Agency - City Admin,Real Property Manager,50358,100830.06,0,0,100830.06,21497.03,12512.55,8282.41,42291.99,143122.05
2016,General Administration & Finance,General Services Agency - City Admin,Animal Health Technician,35059,19404.25,59.81,0,19464.06,0,5735.8,1510.73,7246.53,26710.59
2014,Community Health,Public Health,Sr Materials & Supplies Sprv,21662,58600.63,1772.9,571.66,60945.19,12934.23,12963.93,5030.07,30928.23,91873.42
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Board Scty, MTA",42242,176365.89,0,0,176365.89,33743.81,12918.25,17620.98,64283.04,240648.93
2016,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Asphalt Plant Supervisor 1,32832,103018.6,74.36,86.76,103179.72,19171.73,13068.81,8462.68,40703.22,143882.94
2014,"Public Works, Transportation & Commerce",Department of Building Inspection,Chief Electrical Inspector,46510,131206.54,0,2623.95,133830.49,27863.44,12512.55,9500.71,49876.7,183707.19
2014,"Public Works, Transportation & Commerce",Airport Commission,"Asst To Dir, Public Affairs",5189,96176.8,0,0,96176.8,20504.9,12512.55,16327.83,49345.28,145522.08
2015,Public Protection,Superior Court,Court Commissioner,50068,36276.65,0,1803.67,38080.32,11746.26,2897.64,11043.54,25687.44,63767.76
2015,Community Health,Public Health,Junior Clerk Typist,38683,13744.86,0,2279.77,16024.63,3590.77,3448.43,1309.2,8348.4,24373.03
2015,Community Health,Public Health,"Manager, Department Of Public Health",22683,201015.75,0,0,201015.75,44481.69,9435.29,16631.75,70548.73,271564.48
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Manager II, Municipal Transportation Age",33605,4154.84,0,0,4154.84,735.82,478.45,299.37,1513.64,5668.48
2014,Community Health,Public Health,Operating Room Nurse,17831,50112.5,761.58,22162.35,73036.43,11189.06,4554.38,804.84,16548.28,89584.71
2015,General Administration & Finance,General Services Agency - Technology,Telecommunications Tech Supv,29803,103399.64,9306.1,19720.52,132426.26,22685.95,11207.39,9097.59,42990.93,175417.19
2014,"Public Works, Transportation & Commerce",Port,"Feasibility Analyst, Port",44789,101669.08,0,0,101669.08,22219.09,13054.94,8293.77,43567.8,145236.88
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Sewer Repair Supervisor,20548,102696,27817.56,6310.53,136824.09,22443.54,13054.93,9993.47,45491.94,182316.03
2015,General Administration & Finance,General Services Agency - City Admin,Shelter Veterinarian,12228,62407.21,0,0,62407.21,12246.37,8028.14,4999.48,25273.99,87681.2
2013,"Public Works, Transportation & Commerce",PUC Water Department,Forester,46537,1558.63,0,1104,2662.63,286.13,-272.78,132.18,145.53,2808.16
2013,Public Protection,Police,Assistant Inspector,48673,135270.17,34674.72,28387.45,198332.34,25760.2,12918.25,3370.63,42049.08,240381.42
2014,Public Protection,Juvenile Probation,"Director, Probation Services",32643,124344.96,0,0,124344.96,24200.19,13054.94,10909.53,48164.66,172509.62
2014,"Public Works, Transportation & Commerce",PUC Water Department,Supt Water Treatment Fac,43217,132459.07,3518.25,11145.81,147123.13,30084.68,13054.94,10050.09,53189.71,200312.84
2013,Community Health,Public Health,Electroencephalograph Tech 1,44451,70767.04,0,650,71417.04,13985.92,12918.24,5876.99,32781.15,104198.19
2015,Community Health,Public Health,Asst Dir Of Clinical Svcs 1,18884,118427.04,0,0,118427.04,24426,12424.5,18151.77,55002.27,173429.31
2013,Public Protection,Superior Court,"Director, Fiscal Services",8895,150056.84,0,0,150056.84,28695.25,12918.24,16381.85,57995.34,208052.18
2013,General Administration & Finance,General Services Agency - City Admin,Shelter Officer Supervisor,47209,61126.03,0,7448.4,68574.43,11421.2,12851.02,5555.24,29827.46,98401.89
2015,Community Health,Public Health,Supply Room Attendant,20940,50905.02,156.68,2608.39,53670.09,12347.51,11946.64,4333.16,28627.31,82297.4
2015,Community Health,Public Health,Research Psychologist,9170,15984.01,0,0,15984.01,3585.21,1724.21,1294.52,6603.94,22587.95
2016,"Public Works, Transportation & Commerce",Department of Building Inspection,Permit Technician III,3605,84670.62,125.74,1040,85836.36,15950.75,13068.8,7123.66,36143.21,121979.57
2015,Public Protection,Superior Court,Communications Director,24038,120939.98,0,5336,126275.98,24344.79,12370.09,31937.22,68652.1,194928.08
2015,Public Protection,Juvenile Probation,"Asst Director, Juvenile Hall",14820,5858.2,0,3.66,5861.86,0,0,463.1,463.1,6324.96
2013,General Administration & Finance,General Services Agency - City Admin,Metalsmith,34833,72494,0,0,72494,14250.77,12918.24,5995.1,33164.11,105658.11
2014,General Administration & Finance,General Services Agency - City Admin,Special Assistant 19,6761,174121.8,0,0,174121.8,36252.16,12512.55,14804.66,63569.37,237691.17
2014,Public Protection,Superior Court,Administrative Analyst I,23153,27408.16,0,1595.83,29003.99,5843.45,0,2400.58,8244.03,37248.02
2016,"Public Works, Transportation & Commerce",Airport Commission,Painter Supervisor 2,46869,102790.12,8999.94,0,111790.06,19129.28,13068.8,8658.53,40856.61,152646.67
2015,Community Health,Public Health,Audiologist,43175,98852.01,0,0,98852.01,22172.53,12500.56,7878.27,42551.36,141403.37
2014,Public Protection,District Attorney,Asst Chf Dist Atty's Invstgtor,40566,120369.25,0,7222.17,127591.42,24856.21,13054.94,2075.31,39986.46,167577.88
2014,Community Health,Public Health,Baker,29974,34033.52,377.57,12772.87,47183.96,7415.01,6472.01,3823.35,17710.37,64894.33
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Supervising Parts Storekeeper,16076,79722.05,16361.8,3491.63,99575.48,16430.89,12424.5,7931.76,36787.15,136362.63
2015,Public Protection,District Attorney,Chf Victim/Witness Invstgtor,43221,40851,0,0,40851,8962.74,0,5842.9,14805.64,55656.64
2015,Community Health,Public Health,Recruiter,53268,26480.45,0,0,26480.45,0,3431.48,2123.51,5554.99,32035.44
2013,General Administration & Finance,Mayor,Mayor,34234,272103,0,0,272103,48189.44,12801.79,13214,74205.23,346308.23
2014,Human Welfare & Neighborhood Development,Rent Arbitration Board,Rent Board Supervisor,48036,78689.61,0,0,78689.61,17226.33,10810.37,6144.83,34181.53,112871.14
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Traffic Sign Manager,36736,89574.56,0,0,89574.56,15863.63,10640.38,7290.51,33794.52,123369.08
2013,Public Protection,Juvenile Probation,Barber,15746,875.66,0,41.56,917.22,0,213.21,71.01,284.22,1201.44
2014,General Administration & Finance,General Services Agency - City Admin,Forensic Toxicologist,2436,200494.53,0,21980.54,222475.07,41743.04,12512.55,11037.96,65293.55,287768.62
2014,"Public Works, Transportation & Commerce",Airport Commission,Airports Communications Sprv,43862,96522.1,0,624,97146.1,21229.74,13054.94,8018.79,42303.47,139449.57
2014,General Administration & Finance,General Services Agency - City Admin,Animal Care Supervisor,38294,42369.53,0,22092.2,64461.73,9124.14,6527.46,5202.95,20854.55,85316.28
2013,Community Health,Public Health,Special Assistant 16,50030,68939.04,0,1764.57,70703.61,12209.08,6219.89,10918.93,29347.9,100051.51
2014,Community Health,Public Health,Senior Psychiatric Orderly,17696,76411.1,0,1270.77,77681.87,16976.05,13054.94,473.69,30504.68,108186.55
2014,Public Protection,Juvenile Probation,"Chf Prob Ofc, Juv Court",36141,198104.36,0,0,198104.36,38555.43,13054.94,12150.61,63760.98,261865.34
2013,Public Protection,Superior Court,"Court Asst-Sr, Superior Court",898,941.4,0,0,941.4,171.43,147.71,69.64,388.78,1330.18
2015,"Public Works, Transportation & Commerce",Department of Building Inspection,Chief Housing Inspector,50398,134937.82,0,0,134937.82,27199.91,12233.36,10077.72,49510.99,184448.81
2015,General Administration & Finance,City Planning,Govrnmt/Publ Affairs Mgr,16708,69990.63,0,0,69990.63,15698.9,7519.49,10538.95,33757.34,103747.97
2013,Culture & Recreation,Asian Art Museum,Principal Museum Preparator,25098,69843.02,1343.44,0,71186.46,13726.12,12918.24,5650.03,32294.39,103480.85
2013,General Administration & Finance,General Services Agency - City Admin,City Shops Asst Superintendent,21287,6405,0,0,6405,1134.33,738.57,519.48,2392.38,8797.38
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Wire Rope Cable Maint Sprv,48289,93340.51,90436.31,20373.48,204150.3,23367.69,12464.6,11435.24,47267.53,251417.83
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Manager I,26169,3998,0,0,3998,708.05,492.38,348.24,1548.67,5546.67
2014,"Public Works, Transportation & Commerce",Port,"Asstdepdir, Port",45845,140803.51,0,0,140803.51,29315.33,12512.55,15801.88,57629.76,198433.27
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Traffic Signal Operator,18836,44253.76,16.94,1408.39,45679.09,11571.07,11926.78,3541.43,27039.28,72718.37
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Wireropecable Maint Mech Train,41667,2769,1427.77,276.9,4473.67,566.84,477.86,342.39,1387.09,5860.76
2014,Human Welfare & Neighborhood Development,Human Services,IS Technical-Journey,39782,1307,0,0,1307,278.65,239.71,103.26,621.62,1928.62
2015,"Public Works, Transportation & Commerce",Port,Bd/Comm Secretary 3,10904,107792.4,0,0,107792.4,23649.6,12500.56,8650.01,44800.17,152592.57
2013,"Public Works, Transportation & Commerce",Airport Commission,Plumber Supervisor 2,44278,117000.07,1482.21,5870.91,124353.19,21884.21,12801.79,9642.81,44328.81,168682
2015,General Administration & Finance,General Services Agency - City Admin,Automotive Body And Fender Worker Asst S,43736,96891.34,2924.57,600,100415.91,21836.72,12512.53,8062.16,42411.41,142827.32
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Gen Mgr, Public Trnsp Dept",47503,305307.89,0,0,305307.89,58465.81,12918.25,12175.95,83560.01,388867.9
2013,Public Protection,District Attorney,Cfdntal Sctry To Distric Atty,45682,6836,0,0,6836,1244.84,956.91,638.31,2840.06,9676.06
2015,Public Protection,Department of Emergency Management,Emergency Services Assistant,33290,1039.5,0,0,1039.5,0,238.93,80.74,319.67,1359.17
2014,General Administration & Finance,General Services Agency - City Admin,Shelter Office Asst Supv,46295,58315.56,245.85,2064.63,60626.04,12873.05,12505.41,4937.71,30316.17,90942.21
2014,Community Health,Public Health,Audiometrist,18351,36474,0,0,36474,7985.4,6025.35,2932.28,16943.03,53417.03
2016,General Administration & Finance,Retirement System,Managing Director,46922,98099.1,0,0,98099.1,17785.35,4938.21,14585.78,37309.34,135408.44
2015,Public Protection,Juvenile Probation,"Sr Sprv Prob Ofc, Juv Prob",41821,122217,0,0,122217,27878.41,12424.5,7912.61,48215.52,170432.52
2013,Culture & Recreation,Recreation and Park Commission,Principal Recreation Sprv,34574,33767.41,0,758.9,34526.31,6287.22,4874.53,2885.08,14046.83,48573.14
2014,"Public Works, Transportation & Commerce",Department of Building Inspection,Chief Plumbing Inspector,8038,132690.08,0,6634.53,139324.61,29758.52,13054.94,9869.44,52682.9,192007.51
2014,Public Protection,Superior Court,Managing Attorney,5613,162006,0,0,162006,34594.94,13054.94,31292.89,78942.77,240948.77
2014,Public Protection,District Attorney,Chf District Atty Investigator,30226,148968.44,0,8937.74,157906.18,26983.02,12512.55,7577.05,47072.62,204978.8
2013,Culture & Recreation,Public Library,Senior Book Repairer,50214,71552,0,0,71552,13029.64,12801.79,5957.44,31788.87,103340.87
2015,Public Protection,Juvenile Probation,"Sctry, Juv Probation Comm",36178,59338.39,0,0,59338.39,13309.68,9375.42,4621.17,27306.27,86644.66
2014,"Public Works, Transportation & Commerce",Airport Commission,Graphics Supervisor,37059,79928.91,0,0,79928.91,17040.9,12512.55,6442.42,35995.87,115924.78
2013,General City Responsibilities,General Fund Unallocated,Head Photographer,53041,2987.97,0,19547.5,22535.47,540.52,0,1731.43,2271.95,24807.42
2013,General Administration & Finance,Retirement System,"Dep Dir For Investments, Ret",51085,273446,0,0,273446,48427.39,11570.85,13839.15,73837.39,347283.39
2015,"Public Works, Transportation & Commerce",Port,Piledriver Engine Operator,41809,49423.5,0,3754.69,53178.19,11360.49,6451.18,4236.52,22048.19,75226.38
2016,Public Protection,Police,Crime Scene Invstgtn Mngr 3,5580,111362.5,19534.62,11363.06,142260.18,20153.61,9415.03,2394.05,31962.69,174222.87
2015,General Administration & Finance,General Services Agency - City Admin,Management Assistant II (OCII),1858,65180.02,0,0,65180.02,13153.6,10035.18,5352.24,28541.02,93721.04
2016,"Public Works, Transportation & Commerce",Airport Commission,Sr Airport Noise Abatement Spe,17389,86988.01,0,0,86988.01,16188.42,12420.36,7529.13,36137.91,123125.92
2013,Public Protection,Superior Court,Court Adr Coord,18890,4707,0,0,4707,857.14,738.57,406.98,2002.69,6709.69
2015,General Administration & Finance,General Services Agency - City Admin,Project Mgr (OCII),33310,36030.01,0,0,36030.01,7905,3583.99,2940.61,14429.6,50459.61
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Employment & Training Spec 6,46866,90130.84,0,0,90130.84,18750.63,9292.93,7461,35504.56,125635.4
2016,"Public Works, Transportation & Commerce",Port,Wharfinger 1,34668,25035.7,817.52,0,25853.22,4659.15,4439.4,2061.64,11160.19,37013.41
2015,General Administration & Finance,General Services Agency - City Admin,Accounting Supervisor (OCII),42696,45640.21,0,0,45640.21,10013.44,4166.85,3749.62,17929.91,63570.12
2015,Culture & Recreation,Recreation and Park Commission,Arborist Technician Supv II,6745,95244.95,0,0,95244.95,21363.45,12500.56,7530.46,41394.47,136639.42
2015,Public Protection,Superior Court,Court Executive Officer,43105,222534.01,0,7279.5,229813.51,44812.93,12424.5,33753.87,90991.3,320804.81
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Track Maint Supt, Muni Railway",1659,20482.01,0,18620,39102.01,4366.78,2636.75,3041.35,10044.88,49146.89
2015,"Public Works, Transportation & Commerce",Port,Harbor Office Assistant (OCII),37242,44466,614.53,739.43,45819.96,8957.41,9796.24,3714.55,22468.2,68288.16
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Auto Body&Fender Wrk Asst Sprv,878,48836.01,10929.37,2512.79,62278.17,9728.35,6212.25,4965.68,20906.28,83184.45
2013,Community Health,Public Health,Laboratory Technician I,18391,54860,0,624,55484,10103.6,12801.79,4401.01,27306.4,82790.4
2013,General Administration & Finance,City Attorney,Cfdntal Sctry To City Atty,28309,88819.49,0,0,88819.49,16174.07,12801.79,7393.31,36369.17,125188.66
2014,Public Protection,Fire Department,"Chief, Fire Department",46959,302068,0,24165.44,326233.44,68064.34,13054.94,14585.04,95704.32,421937.76
2015,General Administration & Finance,Human Resources,Instructional Designer,51232,75253.14,0,0,75253.14,15310.08,10990.9,5594.01,31894.99,107148.13
2014,Public Protection,Sheriff,Undersheriff,15352,172502.49,0,46360.65,218863.14,33969.68,11505.79,8075.9,53551.37,272414.51
2013,Public Protection,Superior Court,Sup Ct Admin Secretary,10137,19468.4,0,12690.77,32159.17,3545.18,1913.81,3248.95,8707.94,40867.11
2015,General Administration & Finance,General Services Agency - City Admin,Accountant II (OCII),10709,27013.5,0,0,27013.5,6059.12,4166.85,1863.15,12089.12,39102.62
2014,Public Protection,Sheriff,Institutional Police Sergeant,83,113076.49,0,3111.33,116187.82,22662.04,12962.73,348.25,35973.02,152160.84
2015,Culture & Recreation,Public Library,Braillist,18284,25283.35,0,0,25283.35,4861.54,6212.25,2009.31,13083.1,38366.45
2013,Public Protection,Adult Probation,Chief Dep Adlt Prob Of (SFERS),22455,162953.5,0,0,162953.5,31217.66,12918.24,2608.57,46744.47,209697.97
2013,Public Protection,Adult Probation,Chief Deputy Adlt Probation Of,20356,69257.89,0,0,69257.89,0,6653.49,5361.94,12015.43,81273.32
2014,"Public Works, Transportation & Commerce",Airport Commission,Airport Mechanical Maint Sprv,42239,117434.01,0,8394.81,125828.82,26857.84,11046.49,9691.14,47595.47,173424.29
2014,Community Health,Public Health,"Administrator, Department Of Public Heal",8309,282619.96,0,0,282619.96,60365.2,13054.94,20781.19,94201.33,376821.29
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Mobile Equipment Supervisor,35527,0,0,18760,18760,0,0,1435.14,1435.14,20195.14
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Power Cable Splicer,9780,107334.66,13254.22,1910,122498.88,19832.39,12558.83,9992.44,42383.66,164882.54
